name,protein,fats,carbs,calories
Вишня консервированная,0.8,0.2,10.6,45
Вишня сушеная,1.5,0.0,73.0,290
Вобла вяленая,46.4,5.5,0.0,235
Вобла копчёная,31.1,6.3,0.0,181
Вобла свежая,18.0,2.8,0.0,97
Водка,0.0,0.0,0.1,235
Водка анисовая,0.1,0.1,0.5,225
Водоросли бурые,1.7,0.6,8.3,43
Водоросли зелёные,1.5,0.0,5.0,25
Водоросли красные,1.5,0.0,5.0,25
Водоросль вакаме,3.0,0.6,8.6,45
Водоросль далс,1.5,0.0,5.0,25
Водоросль ирландский мох (карраген),1.5,0.2,11.0,49
Водоросль кантен,0.5,0.0,6.3,26
Водоросль комбу,8.3,8.3,10.0,77
Водоросль лиму,1.7,0.2,4.3,25
Водоросль нори,46.1,0.1,41.0,349
Водоросль порфира,5.8,0.3,4.8,35
Водоросль спирулина,4.2,2.5,9.9,79
Водоросль ульва,1.9,0.0,3.8,25
Водоросль уми будо,1.5,0.4,4.8,25
Водоросль фукус,3.0,0.6,8.6,35
Воздушный рис,6.3,0.5,89.8,402
Волован,7.9,29.9,35.9,435
Галангал (корень),1.8,0.7,15.7,80
Галангал сушеный,9.1,5.9,58.3,347
Галеты Nordic из овса с брусникой,9.0,14.0,61.0,420
Галеты Любятово классические,11.1,1.2,76.0,365
Ганаш,4.9,34.5,52.5,542
Ганаш белый,3.9,37.2,48.9,547
Ганаш шоколадный,4.9,34.5,52.5,542
Гарам масала,15.0,15.0,45.0,379
Гвоздика,6.0,20.1,27.0,323
Гейнер BSN True-Mass,33.1,11.0,45.5,434
Гейнер BSN True-Mass 1200,16.1,5.2,71.9,397
Гейнер CytoSport Cyto Gainer,36.0,3.0,49.3,367
Гейнер CytoSport Monster Mass,33.3,11.3,47.3,427
Гейнер Dymatize Elite Mass Gainer,36.7,4.0,51.3,400
Гейнер Dymatize Elite Mega Gainer,21.4,5.7,63.6,393
Гейнер Dymatize Mega Gainer,24.0,5.6,71.2,432
Гейнер Dymatize Super Mass Gainer,15.6,2.4,75.4,383
Гейнер Gaspari Real Mass,15.4,1.1,76.9,378
Гейнер IronMaxx Titan V.2.0,24.3,2.0,63.0,388
Гейнер Max Power Big Muscle,13.9,0.5,75.6,368
Гейнер Muscletech 100% Premium Mass Gainer,14.5,0.8,75.7,254
Гейнер Muscletech Mass Tech Hardcore Pro,23.3,1.5,68.3,379
Гейнер Muscletech Mass Tech Performance,25.0,3.5,69.0,392
Гейнер Optimum Pro Complex Gainer,37.7,5.0,53.5,409
Гейнер Optimum Serious Mass,15.0,1.0,76.0,374
Гейнер Performance Amino Gainer,30.8,4.2,51.7,362
Гейнер Performance Turbo Mass Gainer,21.3,2.6,62.9,360
Гейнер Ultimate Iso Mass Xtreme Gainer,42.5,4.6,52.3,425
Гейнер Ultimate Magic Milk,42.7,24.0,16.0,467
Гейнер Ultimate Massive Whey Gainer,33.3,2.4,56.4,381
Гейнер Ultimate Muscle Juice 2544,22.0,7.2,60.8,396
Гейнер Ultimate Muscle Juice Revolution 2600,21.1,5.3,64.2,385
Гематоген,6.0,3.0,75.7,354
Гематоген Русский детский,3.5,2.9,75.6,343
ГематогенКА,4.9,11.5,81.0,425
Геркулес Агро-Альянс Классик,11.0,6.0,51.0,310
Гладкоголов,8.0,1.9,0.0,49
Глинтвейн August Weinxof,0.0,0.0,7.5,85
Глинтвейн St Lorenz,0.0,0.0,8.0,80
Глухарь,18.0,20.0,0.5,254
Говядина,18.9,12.4,0.0,187
Говядина вареная,25.8,16.8,0.0,254
Говядина вареная нежирная,25.7,8.1,0.2,175
Говядина жареная,32.7,28.1,0.0,384
Говядина мраморная,18.0,10.0,0.0,170
Говядина постная,22.2,7.1,0.0,158
Говядина постная жареная,29.0,9.1,0.0,206
Говядина средней жирности,25.0,20.0,0.0,275
Говядина тушеная,16.8,18.3,0.0,232
Говядина тушеная Лента,15.0,17.0,0.0,213
Говяжий гуляш,14.0,9.2,2.6,148
Говяжий рубец,14.8,4.2,0.0,97
Говяжий фарш,17.2,20.0,0.0,254